id,name,city,country,total_matches,avg_first_inn_runs,avg_second_inn_runs,bat_factor,bowl_factor,pace_index,spin_index,boundary_rate
240,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,,,,,,,,,
244,"Sikh Union Club Ground, Nairobi",Nairobi,,11,153.45454545454547,132.8181818181818,0.9959846621315138,1.0040315258067258,0.9117647058823529,0.08823529411764708,0.14302191464821223
239,"Simar Cricket Ground, Rome",Rome,,12,149.5,124.91666666666667,0.9862020697530731,1.0139909767684645,0.8529411764705882,0.1470588235294118,0.1332868108862526
264,Singapore National Cricket Ground,Singapore,,17,148.1764705882353,123.88235294117646,0.9791764807414463,1.0212663597095244,0.8944723618090452,0.10552763819095479,0.1535303776683087
157,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,,33,141.36363636363637,127.42424242424242,0.9444505266268983,1.058816710676732,0.8661616161616161,0.13383838383838387,0.14119099890230516
21,"Sky Stadium, Wellington",Wellington,,17,163.52941176470588,139.7058823529412,1.0246246666852479,0.9759671346143649,0.9166666666666666,0.08333333333333337,0.16194644696189495
207,"Solvangs Park, Glostrup",Copenhagen,,,,,,,,,
11,Sophia Gardens,Cardiff,,11,148.72727272727272,137.9090909090909,0.9851773070757881,1.0150457108763586,0.905511811023622,0.09448818897637801,0.14640198511166252
209,"Sportpark Het Schootsveld, Deventer",Deventer,,7,151.28571428571428,144.14285714285714,0.9934434894048503,1.0065997821366544,0.9102564102564102,0.08974358974358976,0.1322013341419042
248,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,,5,160.0,131.75,1.0061710810630695,0.9938667676111804,0.9298245614035088,0.07017543859649122,0.13288718929254303
166,"Sportpark Westvliet, The Hague",The Hague,,20,150.3,137.75,0.9841798981840525,1.0160744004679814,0.9108527131782945,0.08914728682170547,0.1258682382656283
201,"St Albans Club, Buenos Aires",Buenos Aires,,17,119.3529411764706,86.875,0.8938523002339258,1.118753064391393,0.8957345971563981,0.10426540284360186,0.07793996144312862
263,"St George's College Ground, Buenos Aires",Buenos Aires,,9,102.33333333333333,68.77777777777777,0.8942710836843613,1.1182291569576865,0.9097222222222222,0.09027777777777779,0.059679037111334
78,"St George's Park, Gqeberha",Port Elizabeth,,22,158.0909090909091,136.13636363636363,1.0097195088819615,0.9903740506185489,0.8876404494382022,0.1123595505617978,0.1379508825786646
225,St Georges Quilmes,,,,,,,,,,
306,Stadium Australia,Sydney,,17,152.94117647058823,131.05882352941177,0.9932810901722812,1.0067643589455162,0.8798076923076923,0.12019230769230771,0.12956894378623646
272,"Stars Arena Hofstade, Zemst",Zemst,,7,139.57142857142858,120.42857142857143,0.9738763266187721,1.0268244259226706,0.93,0.06999999999999995,0.14705882352941177
283,"Stubberudmyra Cricket Ground, Oslo",Oslo,,,,,,,,,
40,SuperSport Park,Centurion,,36,164.16666666666666,149.97142857142856,1.037093241675637,0.9642334554068588,0.892018779342723,0.107981220657277,0.1752744510978044
130,"Svanholm Park, Brondby",Brondby,,11,138.27272727272728,107.0909090909091,0.9612764257025491,1.0402834952174653,0.8873239436619719,0.11267605633802813,0.09290271132376396
19,Sydney Cricket Ground,,,86,157.52325581395348,138.66666666666666,1.0120871565923952,0.9880571979264202,0.8972667295004713,0.10273327049952874,0.1428131258665845
338,Sydney Showground Stadium,,,39,154.10256410256412,123.84615384615384,0.9952797654603013,1.004742620822313,0.9102296450939458,0.08977035490605423,0.14366065151160065
47,Sylhet International Cricket Stadium,,,14,154.92857142857142,146.30769230769232,0.9992509878913585,1.0007495735483056,0.8766233766233766,0.12337662337662336,0.16251638269986893
259,"TCA Oval, Blantyre",Blantyre,,14,138.71428571428572,134.42857142857142,0.9562355141769128,1.0457674758720479,0.9022988505747126,0.0977011494252874,0.16076555023923444
223,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,,22,117.04545454545455,78.27272727272727,0.8711983137927115,1.1478442785851568,0.8277945619335347,0.17220543806646527,0.06871988267337105
285,"Takashinga Sports Club, Highfield, Harare",Harare,,10,140.1,111.7,0.9675475880930838,1.033540894842057,0.8666666666666667,0.1333333333333333,0.1084967320261438
345,Ted Summerton Reserve,Moe,,,,,,,,,
98,Terdthai Cricket Ground,Bangkok,,8,132.5,104.875,0.9581934664362206,1.0436305767344345,0.8415841584158416,0.15841584158415845,0.12608444187391557
230,"Terdthai Cricket Ground, Bangkok",Bangkok,,36,135.27777777777777,113.08333333333333,0.9174403821301055,1.089989082100581,0.8771551724137931,0.12284482758620685,0.13559532687049466
9,The Rose Bowl,Southampton,,13,179.3846153846154,146.30769230769232,1.0613550767415514,0.9421917527073818,0.9204545454545454,0.07954545454545459,0.16204896907216496
49,"The Village, Malahide",Dublin,,17,165.1764705882353,140.1764705882353,1.0295003341428206,0.9713449979912994,0.9056603773584906,0.09433962264150941,0.17222511724856696
174,Tikkurila Cricket Ground,Vantaa,,21,134.61904761904762,99.23809523809524,0.932046986406477,1.0729072831998707,0.8821752265861027,0.1178247734138973,0.09932694268815011
273,"Titwood, Glasgow",Glasgow,,6,162.33333333333334,148.5,1.0105897030714301,0.9895212636352365,0.8877551020408163,0.11224489795918369,0.13864701942397856
63,Tolerance Oval,Abu Dhabi,,9,126.77777777777777,110.66666666666667,0.9431478485915542,1.0602791508174945,0.847457627118644,0.15254237288135597,0.11197110423116616
323,Tony Ireland Stadium,Townsville,,,,,,,,,
343,Traeger Park,Alice Springs,,,,,,,,,
296,Trent Bridge,Nottingham,,14,165.71428571428572,149.5,1.027864805208016,0.9728905931336205,0.8908045977011494,0.10919540229885061,0.1513157894736842
119,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,,34,168.58823529411765,145.72727272727272,1.054266572137451,0.948526707028727,0.9048723897911833,0.09512761020881666,0.16670895711748288
177,"UKM-YSD Cricket Oval, Bangi",Bangi,,22,125.81818181818181,106.45,0.9008047264751313,1.1101185091612717,0.8715953307392996,0.12840466926070038,0.12272938984629717
226,Udayana Cricket Ground,Bali,,72,127.31944444444444,102.29577464788733,0.8593649117205023,1.1636500238274068,0.9050480769230769,0.09495192307692313,0.12250902768490037
164,"United Cricket Club Ground, Windhoek",Windhoek,,19,144.68421052631578,120.47368421052632,0.9669585751942134,1.0341704656780673,0.8883720930232558,0.11162790697674418,0.12713771377137714
182,"University Oval, Dunedin",Dunedin,,5,171.8,163.6,1.021376198291471,0.9790711803082659,0.9393939393939394,0.06060606060606055,0.19584837545126355
252,University of Dar-es-Salaam Ground,Dar-es-Salaam,,7,66.85714285714286,57.285714285714285,0.8524167429832369,1.173135098801861,0.8809523809523809,0.11904761904761907,0.0636604774535809
231,University of Doha for Science and Technology,Doha,,13,157.3846153846154,126.07692307692308,1.0055170756203033,0.9945131954950641,0.8876404494382022,0.1123595505617978,0.13346290897311305
155,University of Lagos Cricket Oval,Lagos,,8,125.5,89.75,0.9453077738697787,1.0578565284683201,0.9224137931034483,0.07758620689655171,0.0779840848806366
352,"University of Tasmania Stadium, Launceston",Launceston,,,,,,,,,
53,VRA Ground,Amstelveen,,,,,,,,,
280,"Vassil Levski National Sports Academy, Sofia",Sofia,,7,204.0,199.28571428571428,1.081495721942203,0.9246453589332291,0.8928571428571429,0.1071428571428571,0.2649783817171093
271,"Velden Cricket Ground, Latschach",Latschach,,9,171.22222222222223,153.77777777777777,1.0320146938773602,0.9689784515014235,0.9090909090909091,0.09090909090909094,0.16884286357496622
14,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,,12,145.91666666666666,129.58333333333334,0.977544495059995,1.0229713379324252,0.8197674418604651,0.18023255813953487,0.1345093715545755
118,"Wanderers Cricket Ground, Windhoek",Windhoek,,25,146.96,123.5,0.9704670498789706,1.0304316876340238,0.9097222222222222,0.09027777777777779,0.1405593127399013
44,Wankhede Stadium,Mumbai,,133,172.02255639097746,160.51127819548873,1.0941560791752392,0.9139463912258179,0.9054726368159204,0.09452736318407962,0.1794759825327511
170,"Warner Park, Basseterre, St Kitts",Basseterre,,105,164.24761904761905,145.76699029126215,1.0489066160034246,0.9533737176815891,0.90854119425548,0.09145880574452003,0.1644704332070499
156,"West End Park International Cricket Stadium, Doha",Doha,,44,142.29545454545453,131.45454545454547,0.9427915715507221,1.0606798259292671,0.8583765112262521,0.14162348877374786,0.13064295485636115
291,"Western Australia Cricket Association Ground, Perth",Perth,,37,155.8918918918919,142.02702702702703,1.0028480238880402,0.9971600643166265,0.8744186046511628,0.12558139534883717,0.14594843462246776
88,"White Hill Field, Sandys Parish",Hamilton,,12,132.58333333333334,108.91666666666667,0.9453302636438903,1.0578313616506665,0.8924050632911392,0.10759493670886078,0.12042851865533802
192,"Willowmoore Park, Benoni",Benoni,,12,140.08333333333334,123.83333333333333,0.9634507688154492,1.0379357538211191,0.8344370860927153,0.16556291390728473,0.12446657183499289
168,"Windsor Park, Roseau, Dominica",Roseau,,,,,,,,,
250,"YSD-UKM Cricket Oval, Bangi",Bangi,,10,109.9,77.7,0.9026896021753266,1.107800508159363,0.8608695652173913,0.13913043478260867,0.09893048128342247
253,"Yeonhui Cricket Ground, Incheon",Incheon,,14,124.78571428571429,82.64285714285714,0.9192838957878516,1.0878032396542445,0.8434343434343434,0.15656565656565657,0.07133798351299937
87,Zahur Ahmed Chowdhury Stadium,Chattogram,,23,149.6086956521739,125.91304347826087,0.9806938153619349,1.0196862510353855,0.9069767441860465,0.09302325581395354,0.14784474351472596
135,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,,27,151.33333333333334,142.37037037037038,0.985648296026398,1.0145606744631532,0.9085173501577287,0.09148264984227128,0.14335333122829175
221,Zhejiang University of Technology Cricket Field,Hangzhou,,6,156.0,98.0,1.0011732354267224,0.9988281394415998,0.9594594594594594,0.04054054054054057,0.1597051597051597
