id,name,city,country,total_matches,avg_first_inn_runs,avg_second_inn_runs,bat_factor,bowl_factor,pace_index,spin_index,boundary_rate
6,McLean Park,Napier,,6,170.33333333333334,139.83333333333334,1.0224841885173763,0.9780102335372258,0.9487179487179487,0.05128205128205132,0.16852264291017074
172,"Meersen, Gent",Ghent,,5,124.0,119.6,0.959782587823879,1.0419026274140961,0.8,0.19999999999999996,0.12040441176470588
1,Melbourne Cricket Ground,,,92,154.90217391304347,142.46153846153845,0.9983660926980483,1.0016365813241273,0.879646017699115,0.12035398230088501,0.1327700663850332
204,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,,30,155.4,131.75,1.000730987447519,0.999269546504817,0.8916876574307305,0.10831234256926947,0.15552836825202632
246,"Mladost Cricket Ground, Zagreb",Zagreb,,9,148.0,103.77777777777777,0.9855817672155266,1.014629159410292,0.9338842975206612,0.06611570247933884,0.13441131884790297
139,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,,37,160.16216216216216,143.8918918918919,1.020707141655565,0.979712945260696,0.9036608863198459,0.09633911368015413,0.1553726462960875
309,Mombasa Sports Club Ground,,,,,,,,,,
305,Moses Mabhida Stadium,Durban,,,,,,,,,
224,Mulpani Cricket Ground,Kathmandu,,13,151.92307692307693,138.0,0.9916551942230707,1.00841502754742,0.896969696969697,0.10303030303030303,0.14627831715210357
336,Multan Cricket Stadium,Multan,,16,171.6875,153.6875,1.0471805205557745,0.9549451888861206,0.95,0.050000000000000044,0.17486195109124375
265,"Namibia Cricket Ground, Windhoek",Windhoek,,,,,,,,,
198,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,,53,181.64150943396226,163.54716981132074,1.1236339886105187,0.8899695186655898,0.8915094339622641,0.10849056603773588,0.18083766336010076
228,"Nassau County International Cricket Stadium, New York",New York,,8,107.625,106.0,0.9124032374947577,1.0960066327096363,0.897196261682243,0.10280373831775702,0.0844994617868676
121,"National Cricket Stadium, St George's, Grenada",St George's,,10,169.4,162.7,1.0304727201258748,0.9704284067586452,0.9457364341085271,0.054263565891472854,0.160503860219423
125,"National Sports Academy, Sofia",Sofia,,16,154.875,136.3125,0.9990381413839293,1.0009627846788094,0.8795811518324608,0.12041884816753923,0.18746372605919906
222,"National Stadium, Hamilton",Hamilton,,5,164.0,80.4,1.0113253580896464,0.9888014692808261,0.9154929577464789,0.08450704225352113,0.1172668513388735
158,"National Stadium, Karachi",Karachi,,88,172.72727272727272,157.27272727272728,1.0919561435644265,0.9157876952234931,0.9036482694106641,0.09635173058933588,0.1755113717636962
334,Nehru Stadium,Kochi,,5,146.8,125.8,0.9891619668753665,1.0109567831028416,0.8709677419354839,0.12903225806451613,0.14025974025974025
289,"New Wanderers Stadium, Johannesburg",Johannesburg,,50,173.22,147.62,1.082878452271092,0.9234646768552156,0.895330112721417,0.10466988727858295,0.16768655447900732
41,Newlands,Cape Town,,39,156.33333333333334,141.7948717948718,1.0047802337084404,0.9952425082141619,0.8783505154639175,0.12164948453608249,0.14519115564753296
261,"Nigeria Cricket Federation Oval 1, Abuja",Abuja,,24,128.45833333333334,109.08333333333333,0.9059839793447751,1.1037722772131346,0.8541033434650456,0.14589665653495443,0.10589959692194943
262,"Nigeria Cricket Federation Oval 2, Abuja",Abuja,,5,109.8,68.2,0.9414849043795316,1.062151921234501,0.8787878787878788,0.12121212121212122,0.10303687635574837
354,"North Sydney Oval, Sydney",Sydney,,,,,,,,,
303,OUTsurance Oval,Bloemfontein,,,,,,,,,
